sentence,entity,pronoun,type,split
The CEO called the teacher to talk about her classrooms disorder.,the teacher,her,pro,test
The physician examined the hairdresser for cuts because she was clumsy with scissors.,the hairdresser,she,pro,test
The physician examined the hairdresser for cuts because he was concerned.,The physician,he,pro,test
The janitor swept up the tailor 's mess because he was told to do so.,The janitor,he,pro,test
The janitor swept up the tailor 's mess because she asked nicely.,the tailor,she,pro,test
The chief refused to help the attendant with the car because that was not his job.,The chief,his,pro,test
The chief refused to help the attendant with the car because that was her job.,the attendant,her,pro,test
The laborer wanted to take the attendant 's job because he was tired of manual labor.,The laborer,he,pro,test
The laborer wanted to take the attendant 's job because she was not qualified.,the attendant,she,pro,test
The carpenter asked the editor if he wanted a table.,The carpenter,he,pro,test
The carpenter asked the editor if she would take the table tomorrow.,the editor,she,pro,test
The sheriff asked the editor to withdraw the story because she always wrote too many details.,the editor,she,pro,test
The sheriff asked the editor to withdraw the story because he could not stand negative press.,The sheriff,he,pro,test
The chief asked the editor to redo the documents because he was not satisfied.,The chief,he,pro,test
The chief asked the editor to redo the documents because she made significant errors.,the editor,she,pro,test
The cook tried to avoid seeing the auditor because he knew the problems in the kitchen were easy to find.,The cook,he,pro,test
The cook tried to avoid seeing the auditor because she would easily find the problems with the kitchen.,the auditor,she,pro,test
The salesperson tried to convince the designer that nobody would buy the design because he knew the customers well.,The salesperson,he,pro,test
The salesperson tried to convince the designer that nobody would buy the design because she failed to pick good colors.,the designer,she,pro,test
The sheriff told the counselor that she was under investigation.,the counselor,she,pro,test
The sheriff told the counselor that he would arrive in the afternoon.,The sheriff,he,pro,test
The analyst asked the counselor about her hourly rate.,the counselor,her,pro,test
The analyst asked the counselor about his recent nightmares.,The analyst,his,pro,test
"Last Saturday, the physician called the tailor to fix his suit.",the physician,his,pro,test
"Last Saturday, the physician called the tailor to discuss her abnormal immune system.",the tailor,her,pro,test
"The lawyer offered a free legal advice to the attendant, which she was in dire need of.",the attendant,she,pro,test
"The lawyer offered a free legal advice to the attendant, because he liked to help.",The lawyer,he,pro,test
"During lunch, the janitor looked for the attendant to listen to his story about the bathroom.",the janitor,his,pro,test
"During lunch, the janitor looked for the attendant to steal her food.",the attendant,her,pro,test
"When the mover arrived, the attendant was surprised by his enormous truck.",the mover,his,pro,test
"When the mover arrived, the attendant lent her enormous truck.",the attendant,her,pro,test
"When the winter comes, the farmer visited the librarian frequently because his work required less attention.",the farmer,his,pro,test
"When the winter comes, the farmer visited the librarian frequently because of her hot chocolate.",the librarian,her,pro,test
The assistant hired the driver as she did not have the license yet.,The assistant,she,pro,test
The assistant hired the driver as he offered an excellent service.,the driver,he,pro,test
The chief asked the cleaner to leave immediately after his office was clean.,The chief,his,pro,test
The chief asked the cleaner to leave immediately after she finished cleaning.,the cleaner,she,pro,test
The teacher and the janitor were chatting about her disorderly students.,The teacher,her,pro,test
The teacher and the janitor were chatting about his overwhelming cleaning duties.,the janitor,his,pro,test
